event_id,created_datetime,start_datetime,resolved_datetime,closed_datetime,end_datetime,event_cause,sub_cause,description,comment,priority,requires_road_closure,corridor,zone,ward,junction,latitude,longitude,veh_type,veh_no,reported_by,source_channel,status,severity_reported,Pot_holes,water_logging,tree_fall,weather,rainfall_mm,temperature_c,lanes_blocked,num_vehicles_involved,injuries,fatalities,responder_unit,response_team_size,diversion_applied,signal_id,camera_id,district,police_station,contact_number,landmark,direction,updated_datetime,remarks
EVT-000971,2024-02-07T11:50:00+00:00,2024-02-07T11:50:00+00:00,,,,others,,incident reported,,high,false,Mysore Road,Z6,W11,,12.98357,77.553812,,,officer,radio,open,medium,0,0,0,clear,0.00,24.3,1,1,0,0,,3,false,SIG77,,Bengaluru,PS48,,,SB,2024-02-07T11:50:00+00:00,
EVT-000972,2024-01-12T12:05:00+00:00,2024-01-12T12:05:00+00:00,,,,pot_holes,,pothole causing slowdown,,high,false,Hosur Road,Z7,W38,,13.109543,77.743374,,,officer,radio,open,medium,1,0,0,clear,0.00,26.2,0,3,0,0,,2,false,SIG6,,Bengaluru,PS2,,,NB,2024-01-12T12:05:00+00:00,
EVT-000973,2023-11-07T12:52:00+00:00,2023-11-07T12:52:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Magadi Road,Z5,W9,,13.11033,77.491144,truck,KA32AB5097,officer,radio,open,medium,0,0,0,clear,0.26,26.3,1,1,0,0,,2,false,SIG49,,Bengaluru,PS6,,,SB,2023-11-07T12:52:00+00:00,
EVT-000974,2024-04-23T20:07:00+00:00,2024-04-23T20:07:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Mysore Road,Z7,W192,,12.848963,77.509228,truck,KA55AB5631,officer,radio,open,medium,0,0,0,clear,1.05,25.0,1,3,0,0,,3,false,SIG38,,Bengaluru,PS23,,,WB,2024-04-23T20:07:00+00:00,
EVT-000975,2023-12-18T06:58:00+00:00,2023-12-18T06:58:00+00:00,,,,tree_fall,,tree fallen across carriageway; road closure required,,low,true,Old Madras Road,Z2,W158,,12.944569,77.464582,,,officer,radio,open,low,0,0,1,clear,3.46,23.6,0,3,0,0,,0,true,SIG27,,Bengaluru,PS17,,,NB,2023-12-18T06:58:00+00:00,
EVT-000976,2024-03-21T11:54:00+00:00,2024-03-21T11:54:00+00:00,2024-03-21T12:29:41.708414+00:00,,,pot_holes,,pothole causing slowdown,,medium,false,Old Madras Road,Z1,W162,,13.067436,77.678305,,,officer,radio,resolved,low,1,0,0,rain,7.28,24.0,1,2,0,0,,3,false,SIG152,,Bengaluru,PS4,,,SB,2024-03-21T11:54:00+00:00,
EVT-000977,2023-11-30T14:35:00+00:00,2023-11-30T14:35:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Bellary Road,Z6,W128,,12.973453,77.599164,auto,KA45AB6049,officer,radio,open,high,0,0,0,rain,8.63,26.1,1,3,0,0,,3,false,SIG72,,Bengaluru,PS18,,,NB,2023-11-30T14:35:00+00:00,
EVT-000978,2023-12-20T05:23:00+00:00,2023-12-20T05:23:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,medium,true,Mysore Road,Z4,W53,,12.936123,77.751785,,,officer,radio,open,critical,0,0,0,rain,10.64,26.1,3,3,2,0,,0,true,SIG76,,Bengaluru,PS21,,,SB,2023-12-20T05:23:00+00:00,
EVT-000979,2024-04-04T01:16:00+00:00,2024-04-04T01:16:00+00:00,,,,water_logging,,water logging slowing traffic,,medium,false,Mysore Road,Z5,W68,,12.896727,77.686905,,,officer,radio,open,medium,0,1,0,clear,0.00,25.9,1,1,0,0,,1,false,SIG106,,Bengaluru,PS25,,,SB,2024-04-04T01:16:00+00:00,
EVT-000980,2024-03-15T00:06:00+00:00,2024-03-15T00:06:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,ORR West,Z2,W88,,13.121528,77.568589,,,officer,radio,open,medium,1,0,0,rain,13.16,26.3,0,3,0,0,,0,false,SIG146,,Bengaluru,PS34,,,EB,2024-03-15T00:06:00+00:00,
EVT-000981,2024-01-08T21:04:00+00:00,2024-01-08T21:04:00+00:00,,,,water_logging,,water logging slowing traffic,,medium,false,ORR East,Z1,W70,J175,12.977765,77.554715,,,officer,radio,open,low,0,1,0,clear,0.10,28.0,0,1,0,0,,4,false,SIG133,,Bengaluru,PS19,,,SB,2024-01-08T21:04:00+00:00,
EVT-000982,2024-04-13T13:41:00+00:00,2024-04-13T13:41:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Hosur Road,Z5,W132,,12.841178,77.466268,bus,KA27AB9837,officer,radio,open,low,0,0,0,clear,4.6,19.2,0,1,0,0,,1,false,SIG20,,Bengaluru,PS19,,,EB,2024-04-13T13:41:00+00:00,
EVT-000983,2024-01-16T19:09:00+00:00,2024-01-16T19:09:00+00:00,2024-01-16T21:49:25.298798+00:00,,,accident,,"accident reported, vehicles involved; road closure required",,medium,true,Mysore Road,Z3,W45,J254,12.846115,77.627576,,,officer,radio,resolved,critical,0,0,0,rain,9.78,23.4,2,2,2,0,,2,true,SIG153,,Bengaluru,PS46,,,SB,2024-01-16T19:09:00+00:00,
EVT-000984,2024-04-12T05:59:00+00:00,2024-04-12T05:59:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Mysore Road,Z1,W20,,12.902406,77.745092,two_wheeler,KA47AB3510,officer,radio,open,low,0,0,0,clear,0.00,27.9,1,1,0,0,,2,false,SIG152,,Bengaluru,PS23,,,SB,2024-04-12T05:59:00+00:00,
EVT-000985,2024-04-12T12:27:00+00:00,2024-04-12T12:27:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Hosur Road,Z6,W160,,13.125538,77.465066,truck,KA34AB0156,officer,radio,open,medium,0,0,0,rain,19.97,26.0,1,1,0,0,,1,false,SIG57,,Bengaluru,PS34,,,SB,2024-04-12T12:27:00+00:00,
EVT-000986,2024-03-23T13:42:00+00:00,2024-03-23T13:42:00+00:00,,,,breakdown,,vehicle breakdown blocking lane; road closure required,,medium,true,Kanakapura Road,Z3,W101,,13.00822,77.628499,lcv,KA33AB5891,officer,radio,open,high,0,0,0,clear,1.0,29.0,2,3,0,0,,3,true,SIG47,,Bengaluru,PS10,,,WB,2024-03-23T13:42:00+00:00,
EVT-000987,2024-04-14T10:02:00+00:00,2024-04-14T10:02:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Mysore Road,Z4,W85,,12.879768,77.748617,car,KA24AB6348,officer,radio,open,low,0,0,0,rain,8.08,20.9,0,3,0,0,,4,false,SIG134,,Bengaluru,PS46,,,WB,2024-04-14T10:02:00+00:00,
EVT-000988,2024-03-15T09:48:00+00:00,2024-03-15T09:48:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Magadi Road,Z3,W18,J193,12.968158,77.696754,car,KA25AB2840,officer,radio,open,low,0,0,0,clear,4.38,26.5,0,3,0,0,,1,false,SIG104,,Bengaluru,PS22,,,NB,2024-03-15T09:48:00+00:00,
EVT-000989,2024-03-10T01:13:00+00:00,2024-03-10T01:13:00+00:00,,,,others,,incident reported,,medium,false,ORR West,Z1,W173,,13.00324,77.506892,,,officer,radio,open,high,0,0,0,clear,0.00,26.9,1,2,0,0,,4,false,SIG48,,Bengaluru,PS1,,,NB,2024-03-10T01:13:00+00:00,
EVT-000990,2024-04-14T17:24:00+00:00,2024-04-14T17:24:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Hosur Road,Z7,W132,,13.058057,77.558055,two_wheeler,KA45AB4012,officer,radio,open,low,0,0,0,rain,6.14,30.2,1,2,0,0,,2,false,SIG81,,Bengaluru,PS25,,,NB,2024-04-14T17:24:00+00:00,
EVT-000991,2024-04-27T14:52:00+00:00,2024-04-27T14:52:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Tumkur Road,Z6,W26,,12.956405,77.501609,truck,KA18AB2929,officer,radio,open,medium,0,0,0,clear,4.86,25.9,1,1,0,0,,0,false,SIG4,,Bengaluru,PS48,,,NB,2024-04-27T14:52:00+00:00,
EVT-000992,2024-04-13T13:06:00+00:00,2024-04-13T13:06:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Kanakapura Road,Z6,W148,,13.077494,77.658822,two_wheeler,KA47AB1253,officer,radio,open,medium,0,0,0,rain,10.97,28.1,1,2,0,0,,1,false,SIG34,,Bengaluru,PS35,,,NB,2024-04-13T13:06:00+00:00,
EVT-000993,2024-03-02T04:46:00+00:00,2024-03-02T04:46:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Mysore Road,Z6,W146,,12.841832,77.647082,two_wheeler,KA48AB6008,officer,radio,open,medium,0,0,0,clear,0.00,25.9,0,3,0,0,,1,false,SIG54,,Bengaluru,PS40,,,EB,2024-03-02T04:46:00+00:00,
EVT-000994,2024-01-28T05:33:00+00:00,2024-01-28T05:33:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Old Madras Road,Z8,W50,,12.907054,77.768689,,,officer,radio,open,medium,1,0,0,rain,12.52,26.4,1,1,0,0,,2,false,SIG49,,Bengaluru,PS8,,,NB,2024-01-28T05:33:00+00:00,
EVT-000995,2023-11-28T22:39:00+00:00,2023-11-28T22:39:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Mysore Road,Z3,W148,,13.107444,77.541097,truck,KA09AB2380,officer,radio,open,low,0,0,0,rain,6.69,25.7,0,1,0,0,,1,false,SIG81,,Bengaluru,PS25,,,NB,2023-11-28T22:39:00+00:00,
EVT-000996,2023-11-20T18:07:00+00:00,2023-11-20T18:07:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Hosur Road,Z3,W2,,12.992376,77.711682,,,officer,radio,open,low,1,0,0,rain,7.46,28.4,1,2,0,0,,4,false,SIG35,,Bengaluru,PS1,,,EB,2023-11-20T18:07:00+00:00,
EVT-000997,2024-02-15T07:17:00+00:00,2024-02-15T07:17:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Tumkur Road,Z1,W175,,13.07086,77.710849,two_wheeler,KA04AB5824,officer,radio,open,low,0,0,0,rain,6.03,23.9,0,2,0,0,,0,false,SIG119,,Bengaluru,PS4,,,WB,2024-02-15T07:17:00+00:00,
EVT-000998,2024-03-07T10:54:00+00:00,2024-03-07T10:54:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR West,Z2,W46,J239,13.078733,77.481242,two_wheeler,KA36AB1850,officer,radio,open,low,0,0,0,rain,5.0,25.0,1,2,0,0,,0,false,SIG95,,Bengaluru,PS35,,,NB,2024-03-07T10:54:00+00:00,
EVT-000999,2024-03-16T09:34:00+00:00,2024-03-16T09:34:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Old Madras Road,Z3,W166,J257,12.846832,77.654243,truck,KA52AB1568,officer,radio,open,low,0,0,0,rain,7.11,24.5,0,3,0,0,,3,false,SIG164,,Bengaluru,PS46,,,WB,2024-03-16T09:34:00+00:00,
EVT-001000,2024-03-01T04:38:00+00:00,2024-03-01T04:38:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR West,Z2,W133,,12.981285,77.710047,bus,KA42AB2783,officer,radio,open,low,0,0,0,clear,0.00,25.1,1,2,0,0,,1,false,SIG138,,Bengaluru,PS21,,,SB,2024-03-01T04:38:00+00:00,
EVT-001001,2024-02-09T14:50:00+00:00,2024-02-09T14:50:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,low,true,Sarjapur Road,Z7,W99,,12.995698,77.644682,,,officer,radio,open,critical,0,0,0,clear,3.0,26.6,2,2,1,0,,2,true,SIG88,,Bengaluru,PS8,,,NB,2024-02-09T14:50:00+00:00,
EVT-001002,2023-12-03T14:10:00+00:00,2023-12-03T14:10:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Sarjapur Road,Z1,W22,J344,13.107847,77.461499,bus,KA55AB4380,officer,radio,open,medium,0,0,0,clear,3.86,22.1,1,1,0,0,,0,false,SIG53,,Bengaluru,PS20,,,NB,2023-12-03T14:10:00+00:00,
EVT-001003,2024-03-22T10:56:00+00:00,2024-03-22T10:56:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Mysore Road,Z7,W67,,13.106775,77.466798,,,officer,radio,open,low,1,0,0,clear,0.00,21.2,0,1,0,0,,3,false,SIG53,,Bengaluru,PS24,,,SB,2024-03-22T10:56:00+00:00,
EVT-001004,2023-12-24T17:38:00+00:00,2023-12-24T17:38:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Bellary Road,Z7,W136,J189,12.965414,77.533514,bus,KA29AB9267,officer,radio,open,low,0,0,0,clear,0.00,24.3,0,2,0,0,,1,false,SIG69,,Bengaluru,PS47,,,NB,2023-12-24T17:38:00+00:00,
EVT-001005,2024-02-29T03:01:00+00:00,2024-02-29T03:01:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,critical,false,Mysore Road,Z1,W7,J392,12.982294,77.745492,auto,KA42AB6279,officer,radio,open,high,0,0,0,rain,5.36,29.3,0,1,0,0,,1,false,SIG119,,Bengaluru,PS49,,,WB,2024-02-29T03:01:00+00:00,
EVT-001006,2023-12-03T14:59:00+00:00,2023-12-03T14:59:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Sarjapur Road,Z3,W3,,13.007402,77.694508,auto,KA41AB7569,officer,radio,open,low,0,0,0,clear,2.97,27.3,0,1,0,0,,0,false,SIG108,,Bengaluru,PS29,,,EB,2023-12-03T14:59:00+00:00,
EVT-001007,2024-04-13T12:49:00+00:00,2024-04-13T12:49:00+00:00,,,,accident,,"accident reported, vehicles involved",,high,false,Mysore Road,Z2,W163,,13.037089,77.594333,,,officer,radio,open,high,0,0,0,clear,4.9,26.0,1,2,1,0,,3,false,SIG93,,Bengaluru,PS40,,,SB,2024-04-13T12:49:00+00:00,
EVT-001008,2024-02-04T05:16:00+00:00,2024-02-04T05:16:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Hosur Road,Z1,W60,,13.090433,77.738374,car,KA15AB9534,officer,radio,open,low,0,0,0,rain,5.45,31.2,1,1,0,0,,1,false,SIG155,,Bengaluru,PS23,,,NB,2024-02-04T05:16:00+00:00,
EVT-001009,2024-02-25T03:44:00+00:00,2024-02-25T03:44:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,medium,true,Magadi Road,Z2,W198,,12.876764,77.503298,,,officer,radio,open,critical,0,0,0,rain,14.41,27.6,0,3,0,0,,0,true,SIG79,,Bengaluru,PS6,,,WB,2024-02-25T03:44:00+00:00,
EVT-001010,2024-01-12T10:48:00+00:00,2024-01-12T10:48:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Hosur Road,Z1,W124,,13.010219,77.568433,car,KA55AB7148,officer,radio,open,low,0,0,0,clear,0.00,20.2,1,2,0,0,,0,false,SIG42,,Bengaluru,PS34,,,SB,2024-01-12T10:48:00+00:00,
EVT-001011,2024-03-21T21:25:00+00:00,2024-03-21T21:25:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR West,Z3,W140,,12.924113,77.723739,lcv,KA02AB3982,officer,radio,open,low,0,0,0,clear,4.37,22.3,1,3,0,0,,0,false,SIG138,,Bengaluru,PS11,,,SB,2024-03-21T21:25:00+00:00,
EVT-001012,2023-12-01T18:53:00+00:00,2023-12-01T18:53:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,critical,false,Mysore Road,Z8,W86,J317,13.102815,77.520302,two_wheeler,KA05AB7003,officer,radio,open,high,0,0,0,clear,0.00,28.2,1,1,0,0,,3,false,SIG153,,Bengaluru,PS3,,,EB,2023-12-01T18:53:00+00:00,
EVT-001013,2023-12-08T06:27:00+00:00,2023-12-08T06:27:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Tumkur Road,Z2,W52,J118,12.874799,77.557987,,,officer,radio,open,low,1,0,0,clear,0.20,24.1,1,2,0,0,,1,false,SIG65,,Bengaluru,PS45,,,WB,2023-12-08T06:27:00+00:00,
EVT-001014,2023-11-29T18:07:00+00:00,2023-11-29T18:07:00+00:00,2023-11-29T18:44:19.770572+00:00,,,accident,,"accident reported, vehicles involved",,high,false,Bellary Road,Z1,W85,,13.03924,77.566195,,,officer,radio,resolved,high,0,0,0,clear,3.36,27.8,1,1,0,0,,0,false,SIG127,,Bengaluru,PS30,,,NB,2023-11-29T18:07:00+00:00,
EVT-001015,2024-04-18T17:56:00+00:00,2024-04-18T17:56:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Sarjapur Road,Z5,W2,,13.091468,77.497824,bus,KA12AB1475,officer,radio,open,low,0,0,0,rain,11.87,26.8,1,3,0,0,,2,false,SIG95,,Bengaluru,PS23,,,NB,2024-04-18T17:56:00+00:00,
EVT-001016,2024-04-24T21:29:00+00:00,2024-04-24T21:29:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Magadi Road,Z7,W194,J165,12.977655,77.601716,two_wheeler,KA06AB6556,officer,radio,open,low,0,0,0,clear,4.82,28.4,0,1,0,0,,0,false,SIG99,,Bengaluru,PS49,,,EB,2024-04-24T21:29:00+00:00,
EVT-001017,2024-04-19T15:03:00+00:00,2024-04-19T15:03:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,ORR West,Z4,W127,,12.983147,77.651567,two_wheeler,KA44AB3002,officer,radio,open,high,0,0,0,rain,6.03,23.9,0,3,0,0,,1,false,SIG41,,Bengaluru,PS43,,,NB,2024-04-19T15:03:00+00:00,
EVT-001018,2024-01-24T01:58:00+00:00,2024-01-24T01:58:00+00:00,2024-01-24T03:07:07.683359+00:00,,,accident,,"accident reported, vehicles involved",,medium,false,ORR West,Z6,W198,,13.126221,77.662576,,,officer,radio,resolved,medium,0,0,0,rain,9.01,26.1,0,3,1,0,,0,false,SIG56,,Bengaluru,PS29,,,SB,2024-01-24T01:58:00+00:00,
EVT-001019,2024-03-19T12:10:00+00:00,2024-03-19T12:10:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Tumkur Road,Z8,W84,,13.017036,77.673624,bus,KA29AB0001,officer,radio,open,low,0,0,0,rain,5.22,26.5,0,2,0,0,,2,false,SIG15,,Bengaluru,PS17,,,EB,2024-03-19T12:10:00+00:00,
EVT-001020,2024-01-01T07:26:00+00:00,2024-01-01T07:26:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,ORR East,Z7,W102,,13.113389,77.749434,two_wheeler,KA49AB9968,officer,radio,open,medium,0,0,0,rain,6.47,26.4,1,1,0,0,,0,false,SIG100,,Bengaluru,PS22,,,SB,2024-01-01T07:26:00+00:00,
EVT-001021,2024-03-12T17:37:00+00:00,2024-03-12T17:37:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Tumkur Road,Z3,W59,,13.085332,77.629987,auto,KA50AB0555,officer,radio,open,low,0,0,0,clear,4.91,22.9,0,1,0,0,,0,false,SIG11,,Bengaluru,PS24,,,EB,2024-03-12T17:37:00+00:00,
EVT-001022,2024-01-24T19:19:00+00:00,2024-01-24T19:19:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Mysore Road,Z7,W106,,12.899491,77.497306,truck,KA02AB3619,officer,radio,open,low,0,0,0,clear,0.00,25.6,1,2,0,0,,2,false,SIG82,,Bengaluru,PS5,,,SB,2024-01-24T19:19:00+00:00,
EVT-001023,2023-11-13T21:41:00+00:00,2023-11-13T21:41:00+00:00,,,,accident,,"accident reported, vehicles involved",,low,false,Bellary Road,Z2,W70,,12.916208,77.676066,,,officer,radio,open,low,0,0,0,clear,0.47,26.9,1,1,1,0,,4,false,SIG138,,Bengaluru,PS37,,,SB,2023-11-13T21:41:00+00:00,
EVT-001024,2024-02-05T03:06:00+00:00,2024-02-05T03:06:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Magadi Road,Z8,W137,J102,13.087212,77.571468,bus,KA41AB0953,officer,radio,open,medium,0,0,0,rain,5.2,29.6,0,1,0,0,,0,false,SIG134,,Bengaluru,PS32,,,NB,2024-02-05T03:06:00+00:00,
EVT-001025,2024-04-25T12:59:00+00:00,2024-04-25T12:59:00+00:00,,,,accident,,"accident reported, vehicles involved",,high,false,Sarjapur Road,Z7,W22,,12.982852,77.721111,,,officer,radio,open,high,0,0,0,rain,6.21,23.7,1,1,2,0,,2,false,SIG84,,Bengaluru,PS16,,,WB,2024-04-25T12:59:00+00:00,
EVT-001026,2024-03-04T04:03:00+00:00,2024-03-04T04:03:00+00:00,,,,accident,,"accident reported, vehicles involved",,low,false,Bellary Road,Z7,W112,,12.982507,77.732567,,,officer,radio,open,medium,0,0,0,clear,0.00,25.6,0,2,2,0,,4,false,SIG129,,Bengaluru,PS38,,,EB,2024-03-04T04:03:00+00:00,
EVT-001027,2024-04-26T16:19:00+00:00,2024-04-26T16:19:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Sarjapur Road,Z3,W121,,12.927393,77.655152,lcv,KA45AB7516,officer,radio,open,low,0,0,0,rain,10.97,24.2,1,2,0,0,,0,false,SIG1,,Bengaluru,PS16,,,WB,2024-04-26T16:19:00+00:00,
EVT-001028,2024-03-10T02:30:00+00:00,2024-03-10T02:30:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,critical,false,Sarjapur Road,Z3,W133,,12.94044,77.646816,bus,KA14AB2754,officer,radio,open,medium,0,0,0,clear,4.5,28.8,1,1,0,0,,0,false,SIG8,,Bengaluru,PS23,,,SB,2024-03-10T02:30:00+00:00,
EVT-001029,2024-04-29T07:52:00+00:00,2024-04-29T07:52:00+00:00,2024-04-29T08:38:37.376170+00:00,,,pot_holes,,pothole causing slowdown,,medium,false,Mysore Road,Z8,W81,,13.046559,77.720459,,,officer,radio,resolved,low,1,0,0,clear,0.00,24.2,1,2,0,0,,3,false,SIG37,,Bengaluru,PS30,,,SB,2024-04-29T07:52:00+00:00,
EVT-001030,2023-11-22T04:30:00+00:00,2023-11-22T04:30:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR West,Z5,W64,,13.109471,77.530518,bus,KA31AB5122,officer,radio,open,low,0,0,0,clear,4.13,23.2,1,3,0,0,,3,false,SIG94,,Bengaluru,PS17,,,SB,2023-11-22T04:30:00+00:00,
EVT-001031,2023-11-19T00:08:00+00:00,2023-11-19T00:08:00+00:00,,,,public_event,,public event procession,,medium,false,Sarjapur Road,Z2,W118,,12.957561,77.62792,,,officer,radio,open,medium,0,0,0,rain,14.34,25.0,1,1,0,0,,3,false,SIG76,,Bengaluru,PS18,,,SB,2023-11-19T00:08:00+00:00,
EVT-001032,2023-11-05T12:03:00+00:00,2023-11-05T12:03:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Bellary Road,Z4,W118,,12.88599,77.546665,,,officer,radio,open,medium,1,0,0,clear,3.02,26.4,0,1,0,0,,2,false,SIG31,,Bengaluru,PS20,,,SB,2023-11-05T12:03:00+00:00,
EVT-001033,2024-04-08T16:20:00+00:00,2024-04-08T16:20:00+00:00,,,,accident,,"accident reported, vehicles involved",,high,false,Kanakapura Road,Z6,W198,,13.067089,77.654827,,,officer,radio,open,high,0,0,0,rain,6.99,27.7,0,1,1,0,,0,false,SIG126,,Bengaluru,PS25,,,WB,2024-04-08T16:20:00+00:00,
EVT-001034,2023-11-29T19:25:00+00:00,2023-11-29T19:25:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,medium,true,Tumkur Road,Z8,W43,J87,13.051148,77.659794,,,officer,radio,open,high,0,0,0,clear,1.56,23.4,0,1,1,0,,1,true,SIG129,,Bengaluru,PS29,,,NB,2023-11-29T19:25:00+00:00,
EVT-001035,2023-11-25T10:02:00+00:00,2023-11-25T10:02:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Sarjapur Road,Z4,W156,,13.075805,77.711318,,,officer,radio,open,medium,1,0,0,clear,1.5,31.4,1,2,0,0,,0,false,SIG147,,Bengaluru,PS35,,,EB,2023-11-25T10:02:00+00:00,
EVT-001036,2023-12-07T04:14:00+00:00,2023-12-07T04:14:00+00:00,,,,others,,incident reported,,low,false,Mysore Road,Z5,W44,J37,12.911083,77.736991,,,officer,radio,open,low,0,0,0,rain,9.22,26.1,0,3,0,0,,3,false,SIG48,,Bengaluru,PS30,,,SB,2023-12-07T04:14:00+00:00,
EVT-001037,2024-04-21T02:23:00+00:00,2024-04-21T02:23:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Old Madras Road,Z1,W17,,12.851607,77.737101,,,officer,radio,open,medium,1,0,0,rain,5.54,25.3,1,2,0,0,,3,false,SIG76,,Bengaluru,PS34,,,SB,2024-04-21T02:23:00+00:00,
EVT-001038,2024-01-25T05:45:00+00:00,2024-01-25T05:45:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Tumkur Road,Z4,W138,J262,13.06255,77.627028,bus,KA10AB5449,officer,radio,open,medium,0,0,0,rain,5.89,29.3,0,3,0,0,,4,false,SIG136,,Bengaluru,PS9,,,NB,2024-01-25T05:45:00+00:00,
EVT-001039,2024-02-22T09:31:00+00:00,2024-02-22T09:31:00+00:00,,,,tree_fall,,tree fallen across carriageway; road closure required,,medium,true,Magadi Road,Z3,W54,J342,13.075589,77.743299,,,officer,radio,open,high,0,0,1,clear,0.00,27.4,3,1,0,0,,2,true,SIG66,,Bengaluru,PS5,,,WB,2024-02-22T09:31:00+00:00,
EVT-001040,2024-03-24T19:30:00+00:00,2024-03-24T19:30:00+00:00,2024-03-24T19:59:14.093575+00:00,,,accident,,"accident reported, vehicles involved",,low,false,Tumkur Road,Z7,W35,,12.902201,77.469043,,,officer,radio,resolved,low,0,0,0,clear,3.99,25.3,0,2,2,0,,1,false,SIG152,,Bengaluru,PS27,,,SB,2024-03-24T19:30:00+00:00,
EVT-001041,2023-11-24T16:13:00+00:00,2023-11-24T16:13:00+00:00,,2023-11-24T18:21:00.696343+00:00,,breakdown,,vehicle breakdown blocking lane,,high,false,Bellary Road,Z5,W184,,12.927293,77.489424,lcv,KA50AB8152,officer,radio,closed,medium,0,0,0,clear,0.00,21.3,0,1,0,0,,0,false,SIG63,,Bengaluru,PS6,,,EB,2023-11-24T16:13:00+00:00,
EVT-001042,2024-04-24T00:28:00+00:00,2024-04-24T00:28:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Sarjapur Road,Z6,W138,,12.911194,77.607123,bus,KA38AB7887,officer,radio,open,medium,0,0,0,rain,8.01,23.0,1,2,0,0,,4,false,SIG33,,Bengaluru,PS43,,,EB,2024-04-24T00:28:00+00:00,
EVT-001043,2023-12-28T13:14:00+00:00,2023-12-28T13:14:00+00:00,,,,tree_fall,,tree fallen across carriageway,,low,false,Old Madras Road,Z3,W132,,13.082355,77.530441,,,officer,radio,open,low,0,0,1,clear,4.1,26.2,1,2,0,0,,3,false,SIG151,,Bengaluru,PS6,,,NB,2023-12-28T13:14:00+00:00,
EVT-001044,2023-11-20T17:07:00+00:00,2023-11-20T17:07:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Sarjapur Road,Z4,W68,,12.91273,77.462275,lcv,KA51AB6621,officer,radio,open,low,0,0,0,clear,0.00,24.7,1,1,0,0,,3,false,SIG72,,Bengaluru,PS41,,,NB,2023-11-20T17:07:00+00:00,
